nm,nd,speedup,ideal
10,5000,37.5237,40
10,5000,37.6932,40
10,5000,37.7031,40
10,5000,37.6822,40
10,5000,37.7001,40
10,5000,37.6867,40
10,5000,37.5466,40
10,5000,37.701,40
10,5000,37.5503,40
10,5000,37.7107,40
