nm,nd,speedup,ideal
5,10000,9.38374,10
5,10000,9.38342,10
5,10000,9.39181,10
5,10000,9.39058,10
5,10000,9.3948,10
5,10000,9.38828,10
5,10000,9.38789,10
5,10000,9.38814,10
5,10000,9.38877,10
5,10000,9.38495,10
