nm,nd,speedup,ideal
5,10000,32.3392,80
5,10000,32.0659,80
5,10000,31.5358,80
5,10000,32.0236,80
5,10000,31.9487,80
5,10000,32.3778,80
5,10000,32.0833,80
5,10000,31.8776,80
5,10000,29.5907,80
5,10000,31.0281,80
