nm,nd,speedup,ideal
10,10000,9.65511,10
10,10000,9.65956,10
10,10000,9.65937,10
10,10000,9.65918,10
10,10000,9.65625,10
10,10000,9.65861,10
10,10000,9.66406,10
10,10000,9.65143,10
10,10000,9.65442,10
10,10000,9.65839,10
