nm,nd,speedup,ideal
5,20000,31.1267,40
5,20000,31.3957,40
5,20000,31.0919,40
5,20000,31.1434,40
5,20000,31.0894,40
5,20000,31.183,40
5,20000,31.1298,40
5,20000,31.0794,40
5,20000,31.1428,40
5,20000,31.0493,40
