nm,nd,speedup,ideal
5,20000,17.6945,20
5,20000,17.6986,20
5,20000,17.433,20
5,20000,17.425,20
5,20000,17.4186,20
5,20000,17.4124,20
5,20000,17.6582,20
5,20000,17.7032,20
5,20000,17.6813,20
5,20000,17.4344,20
