nm,nd,speedup,ideal
10,5000,66.5306,80
10,5000,66.4791,80
10,5000,66.0662,80
10,5000,66.3798,80
10,5000,66.275,80
10,5000,66.1984,80
10,5000,66.4922,80
10,5000,66.6053,80
10,5000,66.0033,80
10,5000,66.1898,80
