nm,nd,speedup,ideal
5,10000,18.2489,20
5,10000,18.2445,20
5,10000,18.2604,20
5,10000,18.2482,20
5,10000,18.2547,20
5,10000,18.2395,20
5,10000,18.2447,20
5,10000,18.2615,20
5,10000,18.2467,20
5,10000,18.2415,20
