nm,nd,speedup,ideal
5,20000,9.15559,10
5,20000,9.17259,10
5,20000,9.16599,10
5,20000,9.16657,10
5,20000,9.16972,10
5,20000,9.16012,10
5,20000,9.17127,10
5,20000,9.16256,10
5,20000,9.16751,10
5,20000,9.16508,10
