nm,nd,speedup,ideal
2,5000,28.9142,40
2,5000,28.8432,40
2,5000,28.9753,40
2,5000,28.9375,40
2,5000,28.8341,40
2,5000,28.9057,40
2,5000,29.0137,40
2,5000,28.8791,40
2,5000,28.8813,40
2,5000,28.9133,40
