nm,nd,speedup,ideal
5,5000,18.5092,20
5,5000,18.5169,20
5,5000,18.5154,20
5,5000,18.5121,20
5,5000,18.5111,20
5,5000,18.5043,20
5,5000,18.515,20
5,5000,18.5133,20
5,5000,18.5025,20
5,5000,18.5262,20
