nm,nd,speedup,ideal
10,10000,59.8634,80
10,10000,59.4561,80
10,10000,59.4711,80
10,10000,59.781,80
10,10000,59.1772,80
10,10000,59.5253,80
10,10000,59.0875,80
10,10000,59.0772,80
10,10000,59.4154,80
10,10000,60.0477,80
