nm,nd,speedup,ideal
5,10000,33.992,40
5,10000,33.9798,40
5,10000,33.9628,40
5,10000,33.881,40
5,10000,33.9509,40
5,10000,33.9648,40
5,10000,33.9178,40
5,10000,33.9181,40
5,10000,33.958,40
5,10000,33.9251,40
