nm,nd,speedup,ideal
2,10000,27.3436,40
2,10000,27.4589,40
2,10000,27.3005,40
2,10000,27.3905,40
2,10000,27.3863,40
2,10000,27.4419,40
2,10000,27.4625,40
2,10000,27.4138,40
2,10000,27.3944,40
2,10000,27.4131,40
