nm,nd,speedup,ideal
10,20000,41.1434,80
10,20000,42.3801,80
10,20000,41.0105,80
10,20000,41.0188,80
10,20000,41.6295,80
10,20000,40.7883,80
10,20000,41.2527,80
10,20000,41.8665,80
10,20000,40.72,80
10,20000,40.6245,80
