nm,nd,speedup,ideal
2,20000,8.1352,10
2,20000,8.1431,10
2,20000,8.12131,10
2,20000,8.15152,10
2,20000,8.13093,10
2,20000,8.12714,10
2,20000,8.16149,10
2,20000,8.16526,10
2,20000,8.11178,10
2,20000,8.10717,10
