nm,nd,speedup,ideal
20,20000,37.577,40
20,20000,37.5652,40
20,20000,37.5703,40
20,20000,37.5719,40
20,20000,37.572,40
20,20000,37.5788,40
20,20000,37.5422,40
20,20000,37.5913,40
20,20000,37.5557,40
20,20000,37.5682,40
