nm,nd,speedup,ideal
10,20000,18.6248,20
10,20000,18.6191,20
10,20000,18.6348,20
10,20000,18.6191,20
10,20000,18.625,20
10,20000,18.6252,20
10,20000,18.6261,20
10,20000,18.6221,20
10,20000,18.6343,20
10,20000,18.6305,20
