nm,nd,speedup,ideal
20,20000,66.6039,80
20,20000,67.1858,80
20,20000,66.9243,80
20,20000,67.1601,80
20,20000,67.0131,80
20,20000,66.663,80
20,20000,66.9834,80
20,20000,67.2908,80
20,20000,67.2812,80
20,20000,67.7688,80
