nm,nd,speedup,ideal
5,5000,9.47217,10
5,5000,9.4783,10
5,5000,9.47679,10
5,5000,9.47245,10
5,5000,9.47005,10
5,5000,9.47719,10
5,5000,9.47637,10
5,5000,9.47662,10
5,5000,9.48706,10
5,5000,9.47699,10
