nm,nd,speedup,ideal
20,20000,18.7585,20
20,20000,19.3438,20
20,20000,19.3456,20
20,20000,19.3415,20
20,20000,19.3466,20
20,20000,19.3466,20
20,20000,19.3448,20
20,20000,19.3431,20
20,20000,19.3473,20
20,20000,19.1991,20
