nm,nd,speedup,ideal
2,5000,8.89364,10
2,5000,8.89936,10
2,5000,8.88825,10
2,5000,8.8895,10
2,5000,8.89865,10
2,5000,8.89832,10
2,5000,8.87611,10
2,5000,8.8988,10
2,5000,8.89916,10
2,5000,8.8867,10
