nm,nd,speedup,ideal
2,20000,14.6505,20
2,20000,14.6395,20
2,20000,14.664,20
2,20000,14.6356,20
2,20000,14.6278,20
2,20000,14.6302,20
2,20000,14.628,20
2,20000,14.6569,20
2,20000,14.6301,20
2,20000,14.6239,20
