nm,nd,speedup,ideal
2,10000,12.5264,80
2,10000,12.2427,80
2,10000,12.1854,80
2,10000,12.0727,80
2,10000,12.4223,80
2,10000,12.8686,80
2,10000,11.9935,80
2,10000,12.3006,80
2,10000,12.4083,80
2,10000,12.7531,80
