nm,nd,speedup,ideal
20,5000,38.8533,40
20,5000,38.8407,40
20,5000,38.8382,40
20,5000,38.7944,40
20,5000,38.8467,40
20,5000,38.8237,40
20,5000,38.8421,40
20,5000,38.8455,40
20,5000,38.8576,40
20,5000,38.8577,40
