nm,nd,speedup,ideal
5,5000,44.2823,80
5,5000,28.296,80
5,5000,43.0689,80
5,5000,42.9599,80
5,5000,43.8229,80
5,5000,43.3799,80
5,5000,42.8012,80
5,5000,42.4555,80
5,5000,43.1123,80
5,5000,42.5607,80
