nm,nd,speedup,ideal
2,10000,8.67823,10
2,10000,8.64668,10
2,10000,8.78005,10
2,10000,8.77416,10
2,10000,8.67357,10
2,10000,8.65361,10
2,10000,8.68133,10
2,10000,8.64203,10
2,10000,8.64758,10
2,10000,8.66203,10
