nm,nd,speedup,ideal
10,20000,35.2648,40
10,20000,35.2949,40
10,20000,35.2802,40
10,20000,35.23,40
10,20000,35.2291,40
10,20000,35.2798,40
10,20000,35.2309,40
10,20000,35.2518,40
10,20000,35.3075,40
10,20000,35.2649,40
