nm,nd,speedup,ideal
20,5000,19.6128,20
20,5000,19.6127,20
20,5000,19.6125,20
20,5000,19.6152,20
20,5000,19.6112,20
20,5000,19.6106,20
20,5000,19.6191,20
20,5000,19.5112,20
20,5000,19.6124,20
20,5000,19.6133,20
