nm,nd,speedup,ideal
10,10000,36.8956,40
10,10000,36.8952,40
10,10000,36.9084,40
10,10000,36.9229,40
10,10000,36.9045,40
10,10000,36.9316,40
10,10000,36.8866,40
10,10000,36.9166,40
10,10000,36.9091,40
10,10000,36.9176,40
