nm,nd,speedup,ideal
5,20000,19.4917,80
5,20000,20.7944,80
5,20000,20.0559,80
5,20000,20.3981,80
5,20000,19.973,80
5,20000,19.8104,80
5,20000,20.2963,80
5,20000,20.7581,80
5,20000,19.5949,80
5,20000,20.3483,80
