nm,nd,speedup,ideal
20,20000,9.66213,10
20,20000,9.6953,10
20,20000,9.69221,10
20,20000,9.69779,10
20,20000,9.70279,10
20,20000,9.72027,10
20,20000,9.72052,10
20,20000,9.72147,10
20,20000,9.7378,10
20,20000,9.7318,10
