nm,nd,speedup,ideal
5,5000,35.2806,40
5,5000,35.2788,40
5,5000,35.2819,40
5,5000,35.2428,40
5,5000,35.2228,40
5,5000,35.2741,40
5,5000,35.2402,40
5,5000,35.25,40
5,5000,35.449,40
5,5000,35.2796,40
