nm,nd,speedup,ideal
10,10000,19.0941,20
10,10000,19.1076,20
10,10000,19.0979,20
10,10000,19.1061,20
10,10000,19.094,20
10,10000,19.1011,20
10,10000,19.1068,20
10,10000,19.103,20
10,10000,19.1103,20
10,10000,19.1008,20
