nm,nd,speedup,ideal
2,20000,7.82212,80
2,20000,7.91923,80
2,20000,7.86266,80
2,20000,7.74949,80
2,20000,7.60683,80
2,20000,7.81405,80
2,20000,8.0318,80
2,20000,7.6194,80
2,20000,7.56293,80
2,20000,7.87138,80
