nm,nd,speedup,ideal
2,5000,16.825,20
2,5000,16.7876,20
2,5000,16.8167,20
2,5000,16.7961,20
2,5000,16.8181,20
2,5000,16.7856,20
2,5000,16.8008,20
2,5000,16.8113,20
2,5000,16.7894,20
2,5000,16.7967,20
