srun: job 1941558 queued and waiting for resources
srun: job 1941558 has been allocated resources
cohort id: 33, age = 3, time = 0, year = 1979, month = 1, sum(density) = 45927.57
cohort id: 10, age = 33, time = 7, year = 1979, month = 8, sum(density) = 57.696098
cohort id: 33, age = 9, time = 6, year = 1979, month = 7, sum(density) = 14348.361
cohort id: 34, age = 9, time = 7, year = 1979, month = 8, sum(density) = 13938.67
cohort id: 30, age = 11, time = 5, year = 1979, month = 6, sum(density) = 7939.7254
cohort id: 37, age = 3, time = 4, year = 1979, month = 5, sum(density) = 80872.652
cohort id: 8, age = 35, time = 7, year = 1979, month = 8, sum(density) = 38.695832
cohort id: 20, age = 23, time = 7, year = 1979, month = 8, sum(density) = 587.22561
cohort id: 38, age = 0, time = 2, year = 1979, month = 3, sum(density) = 171585.19
cohort id: 36, age = 5, time = 5, year = 1979, month = 6, sum(density) = 18199.887
cohort id: 9, age = 35, time = 8, year = 1979, month = 9, sum(density) = 36.552924
cohort id: 16, age = 27, time = 7, year = 1979, month = 8, sum(density) = 254.51257
cohort id: 23, age = 20, time = 7, year = 1979, month = 8, sum(density) = 956.84821
cohort id: 29, age = 13, time = 6, year = 1979, month = 7, sum(density) = 5391.1607
cohort id: 24, age = 19, time = 7, year = 1979, month = 8, sum(density) = 1150.4935
cohort id: 28, age = 14, time = 6, year = 1979, month = 7, sum(density) = 4170.2403
cohort id: 22, age = 20, time = 6, year = 1979, month = 7, sum(density) = 1021.6047
cohort id: 26, age = 17, time = 7, year = 1979, month = 8, sum(density) = 1876.3161
cohort id: 18, age = 25, time = 7, year = 1979, month = 8, sum(density) = 392.92424
cohort id: 17, age = 26, time = 7, year = 1979, month = 8, sum(density) = 317.26722
cohort id: 11, age = 33, time = 8, year = 1979, month = 9, sum(density) = 49.998059
cohort id: 15, age = 28, time = 7, year = 1979, month = 8, sum(density) = 185.34815
cohort id: 19, age = 24, time = 7, year = 1979, month = 8, sum(density) = 481.84811
cohort id: 31, age = 11, time = 6, year = 1979, month = 7, sum(density) = 8016.0313
cohort id: 32, age = 10, time = 6, year = 1979, month = 7, sum(density) = 9522.8455
cohort id: 13, age = 31, time = 8, year = 1979, month = 9, sum(density) = 75.444238
cohort id: 21, age = 22, time = 7, year = 1979, month = 8, sum(density) = 728.65375
cohort id: 12, age = 32, time = 8, year = 1979, month = 9, sum(density) = 60.950651
cohort id: 14, age = 29, time = 7, year = 1979, month = 8, sum(density) = 139.57874
cohort id: 38, age = 1, time = 3, year = 1979, month = 4, sum(density) = 119784.42
cohort id: 10, age = 34, time = 8, year = 1979, month = 9, sum(density) = 43.943707
cohort id: 25, age = 18, time = 7, year = 1979, month = 8, sum(density) = 1468.5561
cohort id: 27, age = 16, time = 7, year = 1979, month = 8, sum(density) = 2711.8387
cohort id: 20, age = 24, time = 8, year = 1979, month = 9, sum(density) = 475.26278
cohort id: 23, age = 21, time = 8, year = 1979, month = 9, sum(density) = 785.0051
cohort id: 35, age = 9, time = 8, year = 1979, month = 9, sum(density) = 11603.411
cohort id: 22, age = 21, time = 7, year = 1979, month = 8, sum(density) = 838.13178
cohort id: 28, age = 15, time = 7, year = 1979, month = 8, sum(density) = 3480.8584
cohort id: 18, age = 26, time = 8, year = 1979, month = 9, sum(density) = 314.69771
cohort id: 33, age = 10, time = 7, year = 1979, month = 8, sum(density) = 11979.66
cohort id: 17, age = 27, time = 8, year = 1979, month = 9, sum(density) = 252.68462
cohort id: 11, age = 34, time = 9, year = 1979, month = 10, sum(density) = 38.080565
cohort id: 37, age = 4, time = 5, year = 1979, month = 6, sum(density) = 65567.669
cohort id: 34, age = 10, time = 8, year = 1979, month = 9, sum(density) = 11637.731
cohort id: 9, age = 36, time = 9, year = 1979, month = 10, sum(density) = 25.509787
cohort id: 21, age = 23, time = 8, year = 1979, month = 9, sum(density) = 592.58081
cohort id: 30, age = 12, time = 6, year = 1979, month = 7, sum(density) = 6641.4686
cohort id: 8, age = 36, time = 8, year = 1979, month = 9, sum(density) = 27.005294
cohort id: 29, age = 14, time = 7, year = 1979, month = 8, sum(density) = 4506.0564
cohort id: 36, age = 6, time = 6, year = 1979, month = 7, sum(density) = 14984.71
cohort id: 15, age = 29, time = 8, year = 1979, month = 9, sum(density) = 145.87993
cohort id: 24, age = 20, time = 8, year = 1979, month = 9, sum(density) = 947.59276
cohort id: 16, age = 28, time = 8, year = 1979, month = 9, sum(density) = 201.53244
cohort id: 26, age = 18, time = 8, year = 1979, month = 9, sum(density) = 1555.734
cohort id: 38, age = 2, time = 4, year = 1979, month = 5, sum(density) = 92782.02
cohort id: 12, age = 33, time = 9, year = 1979, month = 10, sum(density) = 46.743268
cohort id: 13, age = 32, time = 9, year = 1979, month = 10, sum(density) = 58.250544
cohort id: 14, age = 30, time = 8, year = 1979, month = 9, sum(density) = 109.1751
cohort id: 32, age = 11, time = 7, year = 1979, month = 8, sum(density) = 7961.1137
cohort id: 19, age = 25, time = 8, year = 1979, month = 9, sum(density) = 388.00331
cohort id: 31, age = 12, time = 7, year = 1979, month = 8, sum(density) = 6705.2838
cohort id: 10, age = 35, time = 9, year = 1979, month = 10, sum(density) = 33.234985
cohort id: 25, age = 19, time = 8, year = 1979, month = 9, sum(density) = 1213.7642
cohort id: 27, age = 17, time = 8, year = 1979, month = 9, sum(density) = 2254.4578
cohort id: 38, age = 3, time = 5, year = 1979, month = 6, sum(density) = 92782.02
cohort id: 18, age = 27, time = 9, year = 1979, month = 10, sum(density) = 250.63815
cohort id: 39, age = 0, time = 3, year = 1979, month = 4, sum(density) = 191992.14
cohort id: 11, age = 35, time = 10, year = 1979, month = 11, sum(density) = 28.800643
cohort id: 20, age = 25, time = 9, year = 1979, month = 10, sum(density) = 382.70052
cohort id: 29, age = 15, time = 8, year = 1979, month = 9, sum(density) = 3761.1607
cohort id: 21, age = 24, time = 9, year = 1979, month = 10, sum(density) = 479.59694
cohort id: 30, age = 13, time = 7, year = 1979, month = 8, sum(density) = 5554.1828
cohort id: 23, age = 22, time = 9, year = 1979, month = 10, sum(density) = 641.3371
cohort id: 35, age = 10, time = 9, year = 1979, month = 10, sum(density) = 9688.1157
cohort id: 24, age = 21, time = 9, year = 1979, month = 10, sum(density) = 777.41187
cohort id: 26, age = 19, time = 9, year = 1979, month = 10, sum(density) = 1285.8168
cohort id: 28, age = 16, time = 8, year = 1979, month = 9, sum(density) = 2900.5438
cohort id: 12, age = 34, time = 10, year = 1979, month = 11, sum(density) = 35.601583
cohort id: 15, age = 30, time = 9, year = 1979, month = 10, sum(density) = 114.10374
cohort id: 16, age = 29, time = 9, year = 1979, month = 10, sum(density) = 158.61792
cohort id: 13, age = 33, time = 10, year = 1979, month = 11, sum(density) = 44.672546
cohort id: 17, age = 28, time = 9, year = 1979, month = 10, sum(density) = 200.08502
cohort id: 22, age = 22, time = 8, year = 1979, month = 9, sum(density) = 684.74109
cohort id: 33, age = 11, time = 8, year = 1979, month = 9, sum(density) = 10014.978
cohort id: 36, age = 7, time = 7, year = 1979, month = 8, sum(density) = 12400.116
cohort id: 37, age = 5, time = 6, year = 1979, month = 7, sum(density) = 53631.488
cohort id: 34, age = 11, time = 9, year = 1979, month = 10, sum(density) = 9729.1829
cohort id: 14, age = 31, time = 9, year = 1979, month = 10, sum(density) = 84.84884
cohort id: 19, age = 26, time = 9, year = 1979, month = 10, sum(density) = 310.75647
cohort id: 31, age = 13, time = 8, year = 1979, month = 9, sum(density) = 5607.5507
cohort id: 39, age = 1, time = 4, year = 1979, month = 5, sum(density) = 133648.04
cohort id: 32, age = 12, time = 8, year = 1979, month = 9, sum(density) = 6659.3376
cohort id: 10, age = 36, time = 10, year = 1979, month = 11, sum(density) = 23.194241
cohort id: 20, age = 26, time = 10, year = 1979, month = 11, sum(density) = 306.5094
cohort id: 18, age = 28, time = 10, year = 1979, month = 11, sum(density) = 198.46454
cohort id: 23, age = 23, time = 10, year = 1979, month = 11, sum(density) = 521.57017
cohort id: 25, age = 20, time = 9, year = 1979, month = 10, sum(density) = 999.70468
cohort id: 27, age = 18, time = 9, year = 1979, month = 10, sum(density) = 1869.264
cohort id: 38, age = 4, time = 6, year = 1979, month = 7, sum(density) = 75208.693
cohort id: 11, age = 36, time = 11, year = 1979, month = 12, sum(density) = 20.099576
